Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Filled Price,Ambiguous Flag,QtyMismatch,TotalMismatch
2537617,Sandwich,1,4.0,4.0,Cash,,2023-05-27,4.0,False,False,False
9099694,Salad,3,5.0,15.0,,Takeaway,2023-11-18,,False,False,False
9230615,Smoothie,4,4.0,16.0,Digital Wallet,,2023-06-01,4.0,False,False,False
4987129,Sandwich,3,4.0,12.0,,In-store,2023-10-20,4.0,False,False,False
8501819,Juice,2,3.0,6.0,Cash,,2023-03-30,3.0,False,False,False
3068204,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-10-03,1.0,False,False,False
8427104,Salad,2,5.0,10.0,,In-store,2023-10-27,5.0,False,False,False
8471743,,5,3.0,15.0,Digital Wallet,In-store,2023-04-06,,True,False,False
2621580,Tea,2,1.5,3.0,Cash,In-store,2023-03-22,1.5,False,False,False
4726376,Cake,2,3.0,6.0,Credit Card,In-store,2023-01-31,3.0,False,False,False
6044979,Cookie,1,1.0,1.0,Cash,In-store,2023-12-08,,False,False,False
4238417,Salad,2,5.0,10.0,,ERROR,2023-06-19,5.0,False,False,False
1900620,Smoothie,2,4.0,8.0,Credit Card,ERROR,2023-12-14,4.0,False,False,False
6420335,Coffee,1,2.0,2.0,Cash,Takeaway,2023-07-16,2.0,False,False,False
3858209,Sandwich,4,4.0,16.0,Cash,,2023-02-22,4.0,False,False,False
2091733,Salad,1,5.0,5.0,,In-store,,5.0,False,False,False
8735480,Tea,5,1.5,7.5,Cash,,2023-06-02,1.5,False,False,False
3829165,Juice,4,3.0,12.0,Cash,In-store,2023-06-15,3.0,False,False,False
3748616,Coffee,2,2.0,4.0,Credit Card,In-store,2023-12-09,2.0,False,False,False
1993289,Sandwich,2,4.0,8.0,,In-store,2023-04-18,4.0,False,False,False
2123367,Cookie,2,1.0,2.0,,,2023-11-07,1.0,False,False,False
5266394,Cake,3,3.0,9.0,Cash,In-store,2023-10-28,3.0,False,False,False
5107946,Cake,4,3.0,12.0,Credit Card,,2023-12-22,3.0,False,False,False
8035512,Tea,3,1.5,4.5,Cash,UNKNOWN,2023-10-29,1.5,False,False,False
8718498,Cake,5,3.0,15.0,Credit Card,ERROR,2023-04-30,3.0,False,False,False
3955361,Cookie,5,1.0,5.0,,Takeaway,2023-04-02,1.0,False,False,False
9487821,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-05-24,,False,False,False
4132730,Cookie,5,1.0,5.0,,In-store,2023-03-12,,False,False,False
8976658,Tea,2,1.5,3.0,Credit Card,In-store,2023-08-16,1.5,False,False,False
5455936,,5,3.0,15.0,,In-store,2023-10-28,,True,False,False
2725602,Juice,5,3.0,15.0,Credit Card,,2023-09-10,3.0,False,False,False
3011323,Coffee,3,2.0,6.0,Credit Card,,2023-03-07,2.0,False,False,False
6289610,Juice,3,3.0,9.0,Cash,Takeaway,2023-08-07,3.0,False,False,False
8268061,Salad,3,5.0,15.0,ERROR,Takeaway,2023-08-20,5.0,False,False,False
5220895,Salad,5,5.0,25.0,Cash,In-store,2023-06-10,5.0,False,False,False
3085509,Coffee,4,2.0,8.0,Digital Wallet,In-store,2023-04-15,2.0,False,False,False
9999113,Juice,4,3.0,12.0,Cash,Takeaway,2023-05-27,3.0,False,False,False
8779771,Coffee,4,2.0,8.0,Cash,In-store,2023-07-25,2.0,False,False,False
9517146,Salad,5,5.0,25.0,Cash,Takeaway,2023-10-30,,False,False,False
1621920,Salad,3,5.0,15.0,,Takeaway,2023-10-28,5.0,False,False,False
3808639,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-12-15,3.0,False,False,False
7028009,Cake,4,3.0,12.0,,Takeaway,,3.0,False,False,False
7447872,Juice,2,3.0,6.0,,,,3.0,False,False,False
6955416,Salad,4,5.0,20.0,ERROR,In-store,2023-02-25,5.0,False,False,False
3775339,Cookie,3,1.0,3.0,Credit Card,UNKNOWN,2023-04-03,1.0,False,False,False
9547091,Cookie,3,1.0,3.0,Credit Card,,2023-10-08,1.0,False,False,False
4358673,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-12-28,1.0,False,False,False
4174591,Tea,4,1.5,6.0,Digital Wallet,,2023-08-30,1.5,False,False,False
3398520,Sandwich,1,4.0,4.0,,In-store,2023-02-03,4.0,False,False,False
6171384,Smoothie,2,4.0,8.0,Credit Card,,2023-09-12,4.0,False,False,False
2530938,Smoothie,5,4.0,20.0,,Takeaway,2023-04-27,4.0,False,False,False
3314971,Juice,3,3.0,9.0,Digital Wallet,,2023-05-04,3.0,False,False,False
3092382,Coffee,5,2.0,10.0,Digital Wallet,,2023-02-21,2.0,False,False,False
1001832,Salad,2,5.0,10.0,Cash,Takeaway,,5.0,False,False,False
1535311,Juice,3,3.0,9.0,Cash,,2023-03-16,3.0,False,False,False
2148617,Juice,3,3.0,9.0,Digital Wallet,UNKNOWN,2023-01-10,3.0,False,False,False
4633784,,5,3.0,15.0,,In-store,2023-02-06,,True,False,False
4368416,Salad,2,5.0,10.0,Credit Card,Takeaway,2023-02-24,5.0,False,False,False
9790731,Cake,2,3.0,6.0,UNKNOWN,,2023-06-02,3.0,False,False,False
9339456,Coffee,3,2.0,6.0,,Takeaway,2023-03-29,2.0,False,False,False
5179020,Cake,2,3.0,6.0,,Takeaway,2023-06-18,3.0,False,False,False
6258471,Coffee,5,2.0,10.0,Digital Wallet,In-store,2023-09-23,2.0,False,False,False
7945375,Juice,3,3.0,9.0,,,2023-01-14,3.0,False,False,False
4685453,Tea,4,1.5,6.0,Cash,In-store,2023-09-14,1.5,False,False,False
9646452,Juice,5,3.0,15.0,Credit Card,,2023-09-16,3.0,False,False,False
9096052,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-12-28,4.0,False,False,False
5916991,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-02-06,3.0,False,False,False
3407169,Sandwich,2,4.0,8.0,Cash,In-store,2023-03-11,4.0,False,False,False
2277042,Tea,1,1.5,1.5,Cash,,2023-04-08,1.5,False,False,False
9273729,Tea,1,1.5,1.5,,,2023-12-19,1.5,False,False,False
2181545,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-07-14,3.0,False,False,False
1150033,Juice,5,3.0,15.0,Cash,In-store,2023-04-18,3.0,False,False,False
1443912,Juice,2,3.0,6.0,,,2023-06-08,3.0,False,False,False
8700451,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-12-12,1.5,False,False,False
6380550,Coffee,5,2.0,10.0,Cash,In-store,2023-01-05,2.0,False,False,False
4885518,Salad,3,5.0,15.0,Credit Card,In-store,2023-06-10,5.0,False,False,False
3972167,Sandwich,5,4.0,20.0,,In-store,2023-01-23,4.0,False,False,False
4878378,Tea,1,1.5,1.5,Credit Card,,2023-02-20,1.5,False,False,False
2484241,Cake,3,3.0,9.0,Digital Wallet,,2023-07-19,3.0,False,False,False
2368126,Cake,5,3.0,15.0,,In-store,2023-12-06,3.0,False,False,False
7943008,Coffee,1,2.0,2.0,Credit Card,,,2.0,False,False,False
8495063,Juice,1,3.0,3.0,Cash,,2023-05-31,3.0,False,False,False
4811133,Salad,2,5.0,10.0,Cash,,2023-08-11,5.0,False,False,False
8729570,Tea,5,1.5,7.5,UNKNOWN,In-store,2023-09-03,1.5,False,False,False
7623634,Cake,2,3.0,6.0,Credit Card,In-store,2023-07-11,3.0,False,False,False
9336980,Salad,4,5.0,20.0,Cash,In-store,2023-06-06,5.0,False,False,False
3424331,Cake,4,3.0,12.0,,,2023-01-18,3.0,False,False,False
5072031,Cake,2,3.0,6.0,Cash,Takeaway,2023-03-23,3.0,False,False,False
8687151,Salad,5,5.0,25.0,Cash,,2023-06-10,5.0,False,False,False
4031509,,4,4.0,16.0,Credit Card,Takeaway,2023-01-04,,True,False,False
5265095,Coffee,1,2.0,2.0,ERROR,,2023-06-23,2.0,False,False,False
6541415,,4,3.0,12.0,Cash,In-store,2023-11-25,,True,False,False
4108138,Coffee,5,2.0,10.0,Cash,,2023-08-03,2.0,False,False,False
1909796,Smoothie,2,4.0,8.0,,Takeaway,2023-07-12,4.0,False,False,False
1928241,Coffee,3,2.0,6.0,Cash,In-store,2023-04-30,2.0,False,False,False
4283157,Salad,5,5.0,25.0,Digital Wallet,In-store,2023-11-25,5.0,False,False,False
8013032,Coffee,2,2.0,4.0,Credit Card,,2023-03-07,2.0,False,False,False
8301424,Juice,2,3.0,6.0,,ERROR,2023-06-27,3.0,False,False,False
1093800,Sandwich,3,4.0,12.0,Cash,Takeaway,,4.0,False,False,False
7965998,Juice,1,3.0,3.0,Credit Card,In-store,2023-11-02,3.0,False,False,False
9238666,Cookie,1,1.0,1.0,ERROR,Takeaway,2023-07-31,1.0,False,False,False
1631695,Tea,2,1.5,3.0,,In-store,2023-09-19,1.5,False,False,False
1435086,Cake,5,3.0,15.0,,ERROR,2023-02-09,3.0,False,False,False
3226832,,5,4.0,20.0,Cash,UNKNOWN,2023-09-04,,True,False,False
1648671,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-05-21,4.0,False,False,False
4062737,Cake,3,3.0,9.0,Cash,In-store,2023-07-02,3.0,False,False,False
3494565,,2,4.0,8.0,ERROR,,2023-07-10,,True,False,False
9249507,Cookie,4,1.0,4.0,Credit Card,In-store,2023-11-21,1.0,False,False,False
4689500,Sandwich,4,4.0,16.0,,,2023-12-02,4.0,False,False,False
8989148,Tea,2,1.5,3.0,,,2023-11-25,1.5,False,False,False
8316826,Coffee,3,2.0,6.0,,In-store,2023-04-17,2.0,False,False,False
9836934,Cookie,3,1.0,3.0,Digital Wallet,In-store,2023-03-13,1.0,False,False,False
8005489,Cake,3,3.0,9.0,,In-store,2023-08-12,3.0,False,False,False
6463132,Cookie,5,1.0,5.0,Credit Card,Takeaway,,1.0,False,False,False
3925836,Cookie,3,1.0,3.0,Digital Wallet,In-store,2023-02-16,1.0,False,False,False
1896955,Salad,5,5.0,25.0,,In-store,2023-09-23,5.0,False,False,False
5075974,Smoothie,4,4.0,16.0,Digital Wallet,,2023-04-11,4.0,False,False,False
3978874,Smoothie,5,4.0,20.0,Credit Card,In-store,2023-03-13,4.0,False,False,False
8955912,Sandwich,1,4.0,4.0,,,2023-11-07,4.0,False,False,False
1136554,Smoothie,3,4.0,12.0,UNKNOWN,Takeaway,2023-03-26,4.0,False,False,False
8007337,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-11-01,3.0,False,False,False
8129834,Salad,1,5.0,5.0,Cash,,2023-07-22,5.0,False,False,False
3831848,,1,4.0,4.0,Digital Wallet,Takeaway,2023-11-03,,True,False,False
5365809,Cake,3,3.0,9.0,Cash,In-store,2023-09-14,3.0,False,False,False
8166407,Smoothie,2,4.0,8.0,,,2023-07-26,4.0,False,False,False
6629480,Smoothie,5,4.0,20.0,Credit Card,In-store,2023-02-28,4.0,False,False,False
3833797,Coffee,4,2.0,8.0,UNKNOWN,In-store,2023-01-27,2.0,False,False,False
2643815,Cookie,3,1.0,3.0,ERROR,,2023-12-06,1.0,False,False,False
2996519,Cake,5,3.0,15.0,Cash,,2023-01-19,3.0,False,False,False
8810894,Smoothie,1,4.0,4.0,,,2023-02-20,4.0,False,False,False
7412722,Juice,4,3.0,12.0,Cash,In-store,2023-04-07,3.0,False,False,False
3937509,Smoothie,2,4.0,8.0,,In-store,2023-03-20,4.0,False,False,False
6000201,Cookie,3,1.0,3.0,Cash,Takeaway,2023-02-16,1.0,False,False,False
1714274,Cookie,4,1.0,4.0,,In-store,2023-12-27,1.0,False,False,False
3800182,Tea,2,1.5,3.0,Cash,In-store,2023-10-26,1.5,False,False,False
5115080,,5,3.0,15.0,Credit Card,,2023-02-18,,True,False,False
9788956,Juice,4,3.0,12.0,ERROR,,2023-04-11,3.0,False,False,False
6311602,Juice,3,3.0,9.0,Credit Card,,2023-05-15,3.0,False,False,False
2950680,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-12-10,2.0,False,False,False
6749847,Cake,2,3.0,6.0,Credit Card,,2023-08-15,3.0,False,False,False
2143187,Smoothie,1,4.0,4.0,,In-store,2023-04-21,4.0,False,False,False
8964522,,3,3.0,9.0,Credit Card,Takeaway,2023-10-28,,True,False,False
4088917,Coffee,3,2.0,6.0,Cash,Takeaway,2023-02-04,2.0,False,False,False
3779366,Cookie,1,1.0,1.0,Digital Wallet,In-store,2023-04-15,1.0,False,False,False
7724048,Smoothie,1,4.0,4.0,ERROR,In-store,2023-11-12,4.0,False,False,False
2698591,Tea,5,1.5,7.5,,,2023-08-05,1.5,False,False,False
3171373,Smoothie,3,4.0,12.0,Credit Card,In-store,2023-05-10,4.0,False,False,False
4129248,Sandwich,2,4.0,8.0,Credit Card,,,4.0,False,False,False
6498163,Smoothie,5,4.0,20.0,,In-store,2023-07-15,4.0,False,False,False
6717827,Salad,3,5.0,15.0,Digital Wallet,,2023-11-15,,False,False,False
9089898,Salad,3,5.0,15.0,Credit Card,,2023-01-11,5.0,False,False,False
8587583,Cake,1,3.0,3.0,,,2023-10-01,3.0,False,False,False
8693704,Salad,5,5.0,25.0,Cash,In-store,2023-05-04,5.0,False,False,False
3857960,Salad,4,5.0,20.0,Cash,In-store,2023-04-26,5.0,False,False,False
3499124,,4,4.0,16.0,Credit Card,,2023-08-25,,True,False,False
9250710,Salad,1,5.0,5.0,Cash,In-store,2023-05-28,5.0,False,False,False
7058377,Juice,1,3.0,3.0,,Takeaway,2023-04-30,3.0,False,False,False
6766492,Salad,1,5.0,5.0,,ERROR,2023-01-14,5.0,False,False,False
9879996,Coffee,4,2.0,8.0,Digital Wallet,In-store,2023-03-01,2.0,False,False,False
4291940,Cake,3,3.0,9.0,Credit Card,In-store,2023-11-13,3.0,False,False,False
7433461,Cookie,2,1.0,2.0,Digital Wallet,,2023-07-09,1.0,False,False,False
4068262,Salad,2,5.0,10.0,Credit Card,,2023-05-13,5.0,False,False,False
5761073,Cookie,1,1.0,1.0,Cash,In-store,,1.0,False,False,False
5047447,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-12-27,5.0,False,False,False
6623508,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-05-18,1.0,False,False,False
2651216,,3,4.0,12.0,,,2023-04-04,,True,False,False
9350833,Cake,1,3.0,3.0,Cash,Takeaway,2023-01-17,3.0,False,False,False
8377564,Cake,5,3.0,15.0,,In-store,2023-07-14,3.0,False,False,False
7031118,Salad,1,5.0,5.0,Credit Card,ERROR,2023-03-29,5.0,False,False,False
2230167,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-09-22,3.0,False,False,False
6446616,Tea,3,1.5,4.5,ERROR,,2023-09-30,1.5,False,False,False
1721827,Cake,4,3.0,12.0,Digital Wallet,ERROR,2023-08-22,3.0,False,False,False
6334895,Smoothie,1,4.0,4.0,Credit Card,ERROR,2023-07-27,4.0,False,False,False
7077119,,1,4.0,4.0,Digital Wallet,In-store,2023-12-30,,True,False,False
8562645,Salad,,5.0,,,In-store,2023-05-18,5.0,False,False,False
4700144,Coffee,4,2.0,8.0,,In-store,2023-12-21,2.0,False,False,False
5526852,Sandwich,5,4.0,20.0,Digital Wallet,In-store,2023-09-28,4.0,False,False,False
6846228,Salad,3,5.0,15.0,,In-store,2023-11-16,5.0,False,False,False
8570890,Juice,4,3.0,12.0,,,2023-04-14,3.0,False,False,False
3205009,Tea,2,1.5,3.0,Cash,In-store,2023-01-03,,False,False,False
3786188,Tea,3,1.5,4.5,Credit Card,In-store,2023-10-20,1.5,False,False,False
4530804,Coffee,4,2.0,8.0,,,2023-01-12,2.0,False,False,False
9642066,Sandwich,3,4.0,12.0,Credit Card,In-store,2023-08-31,4.0,False,False,False
7328294,Juice,2,3.0,6.0,Cash,,2023-07-07,3.0,False,False,False
1908636,Tea,2,1.5,3.0,,UNKNOWN,,1.5,False,False,False
9238066,Tea,5,1.5,7.5,Digital Wallet,In-store,2023-09-15,,False,False,False
5415901,Cake,2,3.0,6.0,Digital Wallet,,2023-10-21,3.0,False,False,False
6714420,,2,3.0,6.0,Credit Card,Takeaway,2023-03-30,,True,False,False
6616971,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-09-02,3.0,False,False,False
7803615,Salad,3,5.0,15.0,Cash,In-store,2023-12-13,5.0,False,False,False
7549542,Cookie,5,1.0,5.0,,Takeaway,,1.0,False,False,False
3544789,Tea,4,1.5,6.0,UNKNOWN,In-store,2023-07-14,1.5,False,False,False
1583597,Salad,1,5.0,5.0,Cash,In-store,2023-05-10,5.0,False,False,False
8472308,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-08-19,1.0,False,False,False
1967565,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-03-31,4.0,False,False,False
2029497,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-01-06,4.0,False,False,False
8929774,,3,3.0,9.0,Cash,,2023-10-02,,True,False,False
5003018,Cookie,4,1.0,4.0,Digital Wallet,,,1.0,False,False,False
7852990,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-07-10,4.0,False,False,False
2534066,Salad,2,5.0,10.0,Cash,,2023-10-13,5.0,False,False,False
2059647,Tea,1,1.5,1.5,Digital Wallet,In-store,2023-05-29,1.5,False,False,False
2485183,Smoothie,5,4.0,20.0,Cash,In-store,2023-07-07,4.0,False,False,False
7374846,Sandwich,1,4.0,4.0,Credit Card,UNKNOWN,2023-05-29,4.0,False,False,False
9401522,Sandwich,4,4.0,16.0,Digital Wallet,In-store,2023-11-16,4.0,False,False,False
8250651,Sandwich,4,4.0,16.0,Digital Wallet,In-store,2023-03-13,4.0,False,False,False
7191245,Cake,4,3.0,12.0,,Takeaway,2023-05-22,3.0,False,False,False
8982764,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-11-23,3.0,False,False,False
8669422,,4,3.0,12.0,Cash,Takeaway,2023-10-15,,True,False,False
1153869,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-11-03,4.0,False,False,False
5043774,Sandwich,3,4.0,12.0,Cash,,2023-06-08,4.0,False,False,False
1746320,Salad,1,5.0,5.0,Cash,,2023-11-14,5.0,False,False,False
1077129,Cookie,1,1.0,1.0,,In-store,2023-09-12,1.0,False,False,False
4865338,Sandwich,4,4.0,16.0,,In-store,2023-11-26,4.0,False,False,False
5616583,Smoothie,1,4.0,4.0,,,2023-10-13,4.0,False,False,False
2078474,Cookie,2,1.0,2.0,,Takeaway,2023-11-03,1.0,False,False,False
2130245,Smoothie,5,4.0,20.0,Credit Card,,2023-11-13,4.0,False,False,False
3229409,Juice,,3.0,,Cash,Takeaway,2023-04-15,3.0,False,False,False
9076216,Cake,1,3.0,3.0,Cash,,2023-12-17,3.0,False,False,False
6371987,Tea,5,1.5,7.5,UNKNOWN,Takeaway,2023-03-13,1.5,False,False,False
9913877,Coffee,2,2.0,4.0,Credit Card,,2023-05-09,,False,False,False
2084377,Smoothie,1,4.0,4.0,Credit Card,ERROR,2023-10-22,4.0,False,False,False
1842675,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-06-23,,False,False,False
8605813,Cookie,1,1.0,1.0,,,2023-06-30,1.0,False,False,False
9755352,Sandwich,5,4.0,20.0,,In-store,2023-05-13,4.0,False,False,False
7550498,Juice,5,3.0,15.0,,In-store,,3.0,False,False,False
2305908,Coffee,4,2.0,8.0,Cash,,2023-04-25,2.0,False,False,False
6953697,,3,4.0,12.0,,Takeaway,2023-05-27,,True,False,False
3495950,Tea,4,1.5,6.0,Credit Card,In-store,2023-02-19,,False,False,False
7557340,Tea,5,1.5,7.5,Credit Card,In-store,2023-12-11,1.5,False,False,False
1157817,Smoothie,1,4.0,4.0,Digital Wallet,In-store,2023-04-25,4.0,False,False,False
2020318,Tea,3,1.5,4.5,Digital Wallet,In-store,2023-10-12,1.5,False,False,False
8692094,Coffee,5,2.0,10.0,,Takeaway,2023-08-30,2.0,False,False,False
5307411,Cake,3,3.0,9.0,Digital Wallet,Takeaway,2023-10-21,3.0,False,False,False
9703120,Coffee,3,2.0,6.0,Credit Card,,2023-11-02,2.0,False,False,False
1289133,Juice,1,3.0,3.0,Cash,UNKNOWN,2023-09-19,3.0,False,False,False
2031459,Cake,3,3.0,9.0,Cash,Takeaway,2023-07-04,3.0,False,False,False
1333682,Smoothie,1,4.0,4.0,Digital Wallet,,2023-01-28,4.0,False,False,False
2256622,Cookie,2,1.0,2.0,Cash,In-store,2023-10-04,1.0,False,False,False
1623966,Tea,2,1.5,3.0,Cash,Takeaway,,1.5,False,False,False
4912930,Smoothie,3,4.0,12.0,Credit Card,In-store,2023-02-26,4.0,False,False,False
4942692,Coffee,2,2.0,4.0,,Takeaway,2023-01-15,2.0,False,False,False
3723007,Tea,3,1.5,4.5,Digital Wallet,In-store,2023-05-18,1.5,False,False,False
7922392,Sandwich,3,4.0,12.0,,,2023-05-03,4.0,False,False,False
7498727,Salad,3,5.0,15.0,Cash,,2023-11-06,5.0,False,False,False
1222338,Cookie,1,1.0,1.0,,In-store,2023-10-11,1.0,False,False,False
6878866,Smoothie,3,4.0,12.0,Credit Card,,2023-02-25,4.0,False,False,False
1260335,Cookie,4,1.0,4.0,Digital Wallet,In-store,,1.0,False,False,False
9223242,Smoothie,2,4.0,8.0,,,2023-09-10,4.0,False,False,False
6244211,Smoothie,2,4.0,8.0,,,2023-08-11,4.0,False,False,False
5446858,Cookie,1,1.0,1.0,Cash,In-store,2023-11-07,,False,False,False
4612864,Tea,3,1.5,4.5,,,2023-02-14,1.5,False,False,False
5411381,Cookie,1,1.0,1.0,,,2023-04-28,1.0,False,False,False
3047598,Cookie,1,1.0,1.0,,,2023-09-06,1.0,False,False,False
5754317,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-01-10,2.0,False,False,False
7496926,Sandwich,3,4.0,12.0,ERROR,In-store,2023-04-23,4.0,False,False,False
1726858,Smoothie,3,4.0,12.0,Cash,In-store,,4.0,False,False,False
7559388,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-02-26,5.0,False,False,False
8540499,Cookie,3,1.0,3.0,Cash,In-store,2023-01-22,1.0,False,False,False
4225756,Cookie,3,1.0,3.0,,In-store,2023-03-10,1.0,False,False,False
